id,language_abrev,language_movie
10173,en,English
55687,en,English
168535,en,English
8845,en,English
46681,en,English
46681,es,Español
578,en,English
579,en,English
17692,en,English
17795,en,English
75,en,English
75,fr,Français
13891,en,English
9390,en,English
9390,pl,Polski
378,en,English
10896,en,English
2322,en,English
2322,zh,普通话
2322,ru,Pусский
41240,en,English
26949,en,English
26949,it,Italiano
9819,en,English
9819,es,Español
49799,en,English
31908,en,English
46027,en,English
3179,cs,Český
3179,en,English
1802,fr,Français
1802,de,Deutsch
4232,en,English
9361,en,English
9361,fr,Français
2928,en,English
2928,pt,Português
30285,en,English
10549,en,English
58102,en,English
58102,ga,Gaeilge
18451,en,English
27265,en,English
49935,fr,Français
8818,en,English
8818,es,Español
36758,it,Italiano
36758,en,English
36040,en,English
74239,en,English
9415,en,English
303693,en,English
303693,de,Deutsch
12145,en,English
42424,en,English
34314,en,English
2892,en,English
9404,en,English
9404,ru,Pусский
9404,uk,Український
9404,zh,普通话
9404,cn,广州话 / 廣州話
9622,en,English
8860,en,English
66597,en,English
14832,en,English
9619,en,English
40506,en,English
31000,en,English
31000,es,Español
4104,en,English
4104,pt,Português
26306,en,English
43775,es,Español
14908,en,English
784,cs,Český
784,ru,Pусский
784,sk,Slovenčina
12489,en,English
16448,en,English
55936,ru,Pусский
17894,en,English
28059,en,English
58911,en,English
17949,en,English
1968,en,English
61563,en,English
66,en,English
66,es,Español
20735,en,English
20735,fr,Français
11419,en,English
25796,en,English
25796,fr,Français
638,en,English
25624,en,English
9366,ja,日本語
9366,en,English
9366,it,Italiano
60083,fr,Français
21915,en,English
90928,en,English
18420,en,English
18420,es,Español
19952,en,English
9446,en,English
28005,en,English
9403,en,English
27322,en,English
10003,en,English
10003,ru,Pусский
9311,en,English
9311,iu,
11844,en,English
884,en,English
884,sv,svenska
49806,en,English
1624,en,English
88423,en,English
16052,es,Español
16052,en,English
4477,en,English
24662,en,English
24662,de,Deutsch
18423,en,English
76996,en,English
6499,en,English
50512,en,English
9405,en,English
12723,en,English
9360,en,English
9434,en,English
118991,en,English
21626,en,English
13982,es,Español
13982,en,English
93946,en,English
31465,en,English
12793,en,English
102878,en,English
105763,ru,Pусский
105763,fr,Français
105763,ka,ქართული
9611,en,English
9611,fr,Français
9611,hu,Magyar
47694,zh,普通话
10357,de,Deutsch
10357,es,Español
10357,en,English
9977,en,English
816,en,English
2163,en,English
124680,en,English
124680,ja,日本語
124680,mi,
124680,sh,
16399,en,English
124843,en,English
31017,en,English
24645,en,English
49478,en,English
49478,zh,普通话
12499,en,English
18,en,English
18,sv,svenska
18,de,Deutsch
68545,en,English
1811,en,English
109614,en,English
60082,en,English
53023,fr,Français
64802,en,English
64802,ru,Pусский
11239,ja,日本語
50850,en,English
15321,en,English
15321,cy,Cymraeg
2058,en,English
9450,en,English
330,en,English
38523,fr,Français
16375,en,English
16375,fr,Français
16375,it,Italiano
16375,ja,日本語
33660,en,English
59232,en,English
45671,en,English
17770,en,English
17770,fr,Français
15170,en,English
1701,en,English
26422,cn,广州话 / 廣州話
26422,en,English
26422,fr,Français
26422,it,Italiano
26422,ja,日本語
26422,zh,普通话
124642,fr,Français
1639,en,English
1639,pt,Português
106129,en,English
107743,en,English
415,en,English
47686,en,English
65889,en,English
11103,en,English
11970,en,English
11970,es,Español
11970,el,ελληνικά
34941,en,English
407992,en,English
8874,en,English
8874,fr,Français
8874,it,Italiano
17991,ja,日本語
11956,fr,Français
266,en,English
266,fr,Français
266,de,Deutsch
266,it,Italiano
754,en,English
754,la,Latin
37567,en,English
43771,fa,فارسی
124834,fr,Français
249358,en,English
111367,fr,Français
607,en,English
607,es,Español
18080,en,English
38225,en,English
17834,en,English
686,en,English
65046,en,English
4421,en,English
9387,en,English
10603,en,English
10603,es,Español
2142,en,English
8413,en,English
8413,la,Latin
10336,en,English
20737,en,English
9413,en,English
9413,fr,Français
14585,en,English
18519,cs,Český
18519,en,English
49462,en,English
8834,en,English
9458,en,English
8854,en,English
38295,en,English
22073,en,English
37244,en,English
4961,en,English
4961,it,Italiano
9416,en,English
26180,en,English
17832,en,English
9772,en,English
9772,ru,Pусский
6072,en,English
6072,es,Español
1669,en,English
1669,ru,Pусский
468,en,English
32519,en,English
108401,en,English
108401,es,Español
10806,en,English
9433,en,English
9433,fr,Français
9433,ru,Pусский
6623,en,English
6623,ru,Pусский
6623,sr,Srpski
6623,bs,Bosanski
6623,hr,Hrvatski
2118,en,English
978,en,English
9437,en,English
9437,zh,普通话
29461,it,Italiano
29461,en,English
56651,en,English
10351,en,English
66588,en,English
2649,cn,广州话 / 廣州話
2649,de,Deutsch
2649,en,English
14289,en,English
10155,en,English
75250,en,English
20457,en,English
18355,fr,Français
33657,en,English
55306,en,English
68924,en,English
36434,en,English
2255,en,English
28353,en,English
9427,en,English
172545,en,English
17589,en,English
3597,en,English
1813,en,English
1813,fr,Français
1813,de,Deutsch
1813,it,Italiano
1813,zh,普通话
1813,es,Español
36797,en,English
12628,en,English
12628,fr,Français
12628,ru,Pусский
33344,en,English
25099,en,English
45019,fr,Français
45019,en,English
63437,en,English
62422,en,English
782,en,English
782,eo,Esperanto
29911,en,English
9827,en,English
1959,en,English
251481,en,English
8067,en,English
125052,en,English
45153,en,English
10871,en,English
14398,en,English
10890,en,English
10890,ru,Pусский
10890,pl,Polski
99002,fr,Français
1281,en,English
32332,en,English
9770,en,English
12616,en,English
34838,en,English
34838,fr,Français
34838,de,Deutsch
34838,es,Español
14905,bs,Bosanski
14905,sr,Srpski
14905,en,English
14583,es,Español
14583,en,English
11975,en,English
4995,en,English
9281,de,Deutsch
9281,en,English
45928,en,English
563,en,English
61337,en,English
19931,cn,广州话 / 廣州話
19931,en,English
19931,fr,Français
19931,zh,普通话
31535,en,English
10215,en,English
9823,en,English
37165,en,English
45609,en,English
45609,it,Italiano
38904,en,English
9407,en,English
9407,zh,普通话
4824,en,English
4824,ru,Pусский
9444,en,English
9444,ru,Pусский
9444,fr,Français
9414,en,English
8078,en,English
29938,en,English
11831,en,English
11831,es,Español
2895,en,English
39177,fr,Français
19601,en,English
124606,en,English
42832,fr,Français
22797,ga,Gaeilge
22797,en,English
2639,en,English
9574,en,English
10371,en,English
489,en,English
167738,en,English
9714,pl,Polski
9714,en,English
8197,en,English
6283,en,English
49728,en,English
4233,en,English
191874,en,English
10217,en,English
10217,es,Español
438108,en,English
597,en,English
597,fr,Français
597,de,Deutsch
597,sv,svenska
597,it,Italiano
597,ru,Pусский
714,de,Deutsch
714,en,English
714,da,Dansk
714,zh,普通话
714,cn,广州话 / 廣州話
52537,en,English
12799,fr,Français
62394,en,English
9922,en,English
9922,fr,Français
547,en,English
25994,en,English
184,en,English
9746,en,English
9746,zh,普通话
9746,bo,
9438,en,English
115,en,English
115,he,עִבְרִית
115,es,Español
115,de,Deutsch
26941,en,English
26941,fr,Français
27103,fr,Français
9410,en,English
32302,en,English
32302,fr,Français
32302,de,Deutsch
216794,en,English
88863,en,English
41417,en,English
12538,en,English
12538,pt,Português
586,sq,shqip
586,en,English
2666,en,English
46338,en,English
54007,en,English
11258,en,English
9490,en,English
9490,tr,Türkçe
9411,en,English
25719,en,English
9033,en,English
9033,de,Deutsch
11220,zh,普通话
11220,cn,广州话 / 廣州話
21253,en,English
21253,pt,Português
6116,en,English
9457,ko,한국어/조선말
9457,en,English
43911,en,English
39424,en,English
44361,ru,Pусский
11702,cn,广州话 / 廣州話
11702,cs,Český
11702,en,English
2923,fr,Français
2923,en,English
2923,it,Italiano
12238,en,English
11568,ru,Pусский
11568,en,English
41577,en,English
41577,ja,日本語
66894,en,English
11003,en,English
10153,en,English
49645,en,English
47112,en,English
47112,gd,
47112,es,Español
30949,en,English
30949,de,Deutsch
30949,ru,Pусский
2898,en,English
9558,en,English
9558,es,Español
320011,en,English
26269,en,English
11808,en,English
6970,en,English
47452,en,English
18205,es,Español
36943,en,English
21736,en,English
17941,en,English
10668,en,English
9313,en,English
42807,en,English
617,en,English
36568,en,English
36568,es,Español
37272,en,English
5910,ja,日本語
9440,en,English
53092,en,English
32911,en,English
44308,en,English
44308,fr,Français
124821,en,English
32456,en,English
93350,en,English
32144,en,English
17127,en,English
40688,en,English
17133,en,English
19848,en,English
17644,en,English
1774,en,English
30265,en,English
30265,zh,普通话
2157,en,English
70581,ja,日本語
70581,en,English
8838,en,English
29193,en,English
795,en,English
795,pl,Polski
16980,en,English
27472,es,Español
27472,en,English
47881,en,English
9469,en,English
12488,en,English
98499,en,English
81367,en,English
81367,fr,Français
267,es,Español
16148,en,English
21252,en,English
73135,en,English
9449,en,English
6264,en,English
90414,en,English
188870,en,English
215373,en,English
78149,en,English
78149,ru,Pусский
15513,en,English
31220,en,English
13907,en,English
29825,en,English
29825,it,Italiano
10622,zh,普通话
10622,cn,广州话 / 廣州話
10622,en,English
30020,fa,فارسی
17139,nl,Nederlands
17139,en,English
17139,fr,Français
17139,de,Deutsch
34582,nb,Bokmål
10216,en,English
9771,en,English
9771,it,Italiano
24560,en,English
76330,en,English
76330,fr,Français
76330,it,Italiano
9448,en,English
38618,en,English
18316,en,English
78373,en,English
77514,uk,Український
49474,en,English
4415,en,English
4415,fr,Français
4415,es,Español
39467,en,English
55561,en,English
8656,en,English
58680,en,English
35161,en,English
35796,en,English
18937,en,English
929,en,English
929,fr,Français
929,ja,日本語
929,ru,Pусский
929,es,Español
9452,en,English
1878,en,English
9844,en,English
40505,en,English
14342,en,English
9715,en,English
26610,no,Norsk
26610,sv,svenska
20064,en,English
40961,en,English
1965,ar,العربية
1965,en,English
312,de,Deutsch
6068,en,English
6068,de,Deutsch
6068,th,ภาษาไทย
15037,en,English
50043,en,English
37636,en,English
17044,en,English
60951,en,English
21334,fa,فارسی
32284,en,English
51955,en,English
37410,en,English
47481,fr,Français
53765,en,English
10674,en,English
10674,zh,普通话
136134,en,English
846,en,English
12655,en,English
3050,en,English
1389,en,English
11020,en,English
11020,fr,Français
20862,en,English
108548,fr,Français
108548,pt,Português
9464,en,English
95,en,English
95,ru,Pусский
944,en,English
944,cn,广州话 / 廣州話
944,zh,普通话
35680,en,English
11551,en,English
11551,fr,Français
11551,hu,Magyar
11551,es,Español
473,en,English
102304,en,English
544,en,English
10513,en,English
28966,en,English
65203,en,English
143,en,English
143,fr,Français
143,de,Deutsch
143,la,Latin
42861,en,English
42861,fr,Français
33680,en,English
56164,en,English
12311,en,English
12311,hu,Magyar
12311,ty,
43277,en,English
43278,en,English
34106,en,English
34106,ru,Pусский
43266,en,English
43266,cy,Cymraeg
27367,en,English
27367,de,Deutsch
17661,en,English
28580,en,English
887,en,English
33667,en,English
23383,en,English
25430,en,English
27191,en,English
27191,de,Deutsch
11426,en,English
654,en,English
15919,en,English
1725,en,English
5769,en,English
874,en,English
874,fr,Français
874,la,Latin
874,es,Español
10633,en,English
17917,en,English
3116,en,English
3116,it,Italiano
1051,en,English
1051,fr,Français
1366,en,English
12102,en,English
16619,en,English
9443,en,English
9443,fr,Français
11050,en,English
606,en,English
606,sw,Kiswahili
746,cs,Český
746,en,English
746,ja,日本語
746,zh,普通话
746,ru,Pусский
380,it,Italiano
380,en,English
403,en,English
403,hu,Magyar
403,pl,Polski
11485,yi,
11485,en,English
466,en,English
13820,en,English
15389,en,English
13597,en,English
2108,en,English
10014,en,English
10072,en,English
10131,en,English
10160,en,English
11284,en,English
4488,en,English
9725,en,English
9728,en,English
9730,en,English
9730,es,Español
9731,en,English
10225,en,English
10281,en,English
10283,en,English
948,en,English
11281,en,English
10676,en,English
11357,en,English
11361,en,English
36599,en,English
39929,en,English
41828,en,English
41769,en,English
10585,en,English
11186,en,English
11186,tr,Türkçe
11187,cs,Český
11187,en,English
609,en,English
11133,en,English
10306,en,English
9552,de,Deutsch
9552,fr,Français
9552,la,Latin
9552,ar,العربية
9552,el,ελληνικά
9552,en,English
11586,en,English
11586,fr,Français
11586,es,Español
11587,en,English
11587,it,Italiano
941,en,English
942,en,English
942,af,Afrikaans
943,en,English
927,en,English
927,es,Español
928,en,English
9340,en,English
9340,it,Italiano
9340,es,Español
9340,cn,广州话 / 廣州話
9342,en,English
38509,en,English
60033,en,English
12101,en,English
19,xx,No Language
165,en,English
196,en,English
551,en,English
16084,en,English
17984,en,English
22328,en,English
32611,en,English
3170,en,English
346,ja,日本語
859,en,English
841,en,English
841,it,Italiano
11051,en,English
242,en,English
242,it,Italiano
242,de,Deutsch
242,la,Latin
1411,en,English
9769,en,English
9424,en,English
9835,it,Italiano
9835,en,English
857,cs,Český
857,de,Deutsch
857,en,English
857,fr,Français
17539,en,English
44322,zh,普通话
22777,en,English
20173,en,English
10957,en,English
9570,en,English
16249,en,English
13962,en,English
14612,en,English
19378,en,English
65157,en,English
29228,en,English
19379,en,English
11164,en,English
11164,is,Íslenska
18887,en,English
18887,gd,
24736,en,English
10122,en,English
24816,it,Italiano
24816,en,English
9994,en,English
25445,en,English
12129,es,Español
12129,en,English
14140,fr,Français
14140,en,English
10439,en,English
11158,en,English
9354,en,English
28736,en,English
34774,en,English
37969,en,English
9631,en,English
9820,en,English
9820,pt,Português
14013,en,English
36606,en,English
96196,en,English
98505,fr,Français
1779,en,English
10849,en,English
678,en,English
907,en,English
907,ru,Pусский
5961,en,English
5961,de,Deutsch
5961,sv,svenska
5961,yi,
47908,en,English
42121,en,English
