id,id_companies,companies
6075,11393,Bregman/Baer Productions
11310,5,Columbia Pictures
11310,97,Castle Rock Entertainment
18658,8411,Metro-Goldwyn-Mayer (MGM)
9350,559,TriStar Pictures
9350,5358,Canal+
9350,14723,Carolco Pictures
9350,23246,RCS Video
9350,45728,Cliffhanger Productions
9350,45729,Pioneer
9612,4,Paramount Pictures
2124,915,Hollywood Pictures
2124,1504,Cinergi Pictures Entertainment
26261,559,TriStar Pictures
19176,23,Imagine Entertainment
19176,33,Universal Pictures
49299,8411,Metro-Goldwyn-Mayer (MGM)
49299,36863,Maverick Picture Company
49299,36864,Cecchi Gori Europa N.V.
49299,36865,Eye Productions
49299,68062,Pentamerica
11566,5739,Donner/Shuler-Donner Productions
11566,6194,Warner Bros.
11566,8816,Northern Lights Entertainment
9571,37,Gramercy Pictures
9571,6556,Alphaville Productions
9571,10932,The Criterion Collection
9739,1885,Silver Pictures
9739,6194,Warner Bros.
34444,8,Fine Line Features
26141,8411,Metro-Goldwyn-Mayer (MGM)
10997,708,Beijing Film Studio
10997,2269,China Film Co-Production Corporation
10997,36863,Maverick Picture Company
50463,41,Orion Pictures
50463,365,Nelson Entertainment
10443,705,Spring Creek Productions
10443,6194,Warner Bros.
16297,705,Spring Creek Productions
16297,6194,Warner Bros.
18551,4,Paramount Pictures
18551,705,Spring Creek Productions
18551,19534,Mirage
25440,8,Fine Line Features
9024,13,Universal Studios
9024,23,Imagine Entertainment
37233,4,Paramount Pictures
37233,932,Mirage Enterprises
37233,1302,Davis Entertainment
1634,104,Canal Plus
1634,508,Regency Enterprises
1634,644,Alcor Films
1634,6194,Warner Bros.
1634,23397,Donner/Shuler-Donner Productions
13815,14,Miramax Films
5503,6194,Warner Bros.
35588,5,Columbia Pictures
2087,33,Universal Pictures
2087,1644,Largo Entertainment
41579,8411,Metro-Goldwyn-Mayer (MGM)
18620,1422,Killer Films
18620,8888,The Samuel Goldwyn Company
18620,89521,Can I Watch
18620,89522,Islet
18620,89523,KPVI
41006,37,Gramercy Pictures
4916,915,Hollywood Pictures
2019,33,Universal Pictures
2019,467,Renaissance Pictures
2019,11462,Alphaville Films
31642,508,Regency Enterprises
31642,6194,Warner Bros.
9255,306,Twentieth Century Fox Film Corporation
9255,11751,Sidley Wright & Associates
26271,272,Spelling Entertainment
26271,1930,IRS Media
26271,10348,Republic Pictures (II)
10612,14,Miramax Films
10612,983,Parallax Pictures
2259,118,Det Danske Filminstitut
2259,705,Spring Creek Productions
2259,850,Eurimages
2259,10598,Costa do Castelo Filmes
2259,13096,Neue Constantin Film
2259,33027,House of Spirits Film
11934,1382,PolyGram Filmed Entertainment
11934,1885,Silver Pictures
11934,6194,Warner Bros.
11934,10163,Working Title Films
11934,23873,PolyGram Filmproduktion
106143,18,Gracie Films
106143,441,Columbia Pictures Corporation
12475,915,Hollywood Pictures
9386,97,Castle Rock Entertainment
9386,441,Columbia Pictures Corporation
7984,33,Universal Pictures
7984,2307,Hell's Kitchen Films
59930,9195,Touchstone Pictures
15765,9195,Touchstone Pictures
31643,4,Paramount Pictures
31643,11407,Baltimore Pictures
6,33,Universal Pictures
6,1644,Largo Entertainment
6,4248,JVC Entertainment Networks
329,33,Universal Pictures
329,56,Amblin Entertainment
10909,278,Propaganda Films
10909,3589,Kouf/Bigelow Productions
507,285,Live Entertainment
34024,37,Gramercy Pictures
29918,4,Paramount Pictures
9593,441,Columbia Pictures Corporation
9593,55528,Oak Productions
42580,9195,Touchstone Pictures
22317,11308,Savoy Pictures
1413,360,Geffen Pictures
1413,6194,Warner Bros.
12121,508,Regency Enterprises
12121,6194,Warner Bros.
2246,5,Columbia Pictures
2246,12,New Line Cinema
2246,97,Castle Rock Entertainment
2246,1023,Nelvana Limited
10502,4564,Icon Entertainment International
10502,6194,Warner Bros.
10440,559,TriStar Pictures
9516,12,New Line Cinema
2320,1885,Silver Pictures
2320,6194,Warner Bros.
5879,6116,Argos Films
5879,13139,Oshima Productions
5879,14668,Shibata Organisation
83718,8888,The Samuel Goldwyn Company
83718,10565,Good Machine
11971,3102,Renaissance Films
11971,8827,American Playhouse Theatrical Films
2625,559,TriStar Pictures
2625,1177,Rastar Films
31911,6194,Warner Bros.
31911,8888,The Samuel Goldwyn Company
31911,16827,Night Life Inc.
788,306,Twentieth Century Fox Film Corporation
788,10230,Blue Wolf
21450,10100,Thin Man Films
21450,10932,The Criterion Collection
11231,441,Columbia Pictures Corporation
41588,508,Regency Enterprises
41588,644,Alcor Films
41588,4198,Ixtlan
41588,6194,Warner Bros.
41588,10104,New Regency Pictures
10447,441,Columbia Pictures Corporation
10447,1280,Pacific Western
10447,1755,Allied Filmmakers
10447,4972,Platinum Pictures
31586,5,Columbia Pictures
31586,12,New Line Cinema
31586,97,Castle Rock Entertainment
9300,11912,Mikado Film
9300,27593,Lenfilm Studio
9300,36765,Adventure Pictures
9559,171,Malpaso Productions
9559,6194,Warner Bros.
9800,559,TriStar Pictures
9800,1274,Clinica Estetico
713,418,New South Wales Film & Television Office
713,5186,The Australian Film Commission
713,7832,CiBy 2000
713,14089,Jan Chapman Productions
8291,5,Columbia Pictures
18133,9195,Touchstone Pictures
25557,915,Hollywood Pictures
22588,33,Universal Pictures
10872,9195,Touchstone Pictures
10872,10288,Don Simpson/Jerry Bruckheimer Films
1245,5,Columbia Pictures
1245,2370,Merchant Ivory Productions
11858,1504,Cinergi Pictures Entertainment
11858,9195,Touchstone Pictures
7007,306,Twentieth Century Fox Film Corporation
7007,8780,Walrus & Associates
10467,5,Columbia Pictures
10467,10157,Beacon Pictures
5550,41,Orion Pictures
8005,9,Gaumont
8005,306,Twentieth Century Fox Film Corporation
8005,5612,Brooksfilms
2088,10163,Working Title Films
2088,31080,Polygram Filmed Entertainment
2088,36907,Hilary Henkin
10412,5186,The Australian Film Commission
10412,11840,Film Victoria
10412,39712,Seon Film Productions
10412,50619,Romper Stomper Pty. Ltd.
47889,75712,Ruby in Paradise
47889,75713,Full Crew/Say Yea
14534,559,TriStar Pictures
56583,14374,David V. Picker Productions
56583,36789,Nessa Hyams
56583,36790,Carrie Productions Inc.
41878,249,Société Nouvelle de Cinématographie
41878,16366,La Sept Cinéma
424,33,Universal Pictures
424,56,Amblin Entertainment
35233,306,Twentieth Century Fox Film Corporation
35233,28822,Santo Domingo Film & Music Video
14291,932,Mirage Enterprises
103413,508,Regency Enterprises
103413,644,Alcor Films
103413,6194,Warner Bros.
103413,37265,Fron Film Production
11236,70,American Zoetrope
11236,6194,Warner Bros.
11592,11308,Savoy Pictures
11592,17411,Polar Entertainment
8850,33,Universal Pictures
10445,5553,Shadowlands Productions
10445,11308,Savoy Pictures
695,8,Fine Line Features
695,272,Spelling Entertainment
695,408,Avenue Entertainment
43535,9195,Touchstone Pictures
12519,14,Miramax Films
12519,25158,Sarah Radclyffe Productions - Sirens Limited
12519,25159,British Screen Finance Ltd
12519,25160,Samson Productions II
23210,8411,Metro-Goldwyn-Mayer (MGM)
23210,10104,New Regency Pictures
23210,36889,Maiden Movies
858,559,TriStar Pictures
867,4,Paramount Pictures
867,94856,Robert Evans Company
78,5798,Shaw Brothers
78,6194,Warner Bros.
78,7965,The Ladd Company
13203,915,Hollywood Pictures
10442,559,TriStar Pictures
11074,5848,Columbia Pictures Industries
11074,6386,Columbia Films S.A.
9607,915,Hollywood Pictures
9607,1504,Cinergi Pictures Entertainment
9607,1755,Allied Filmmakers
9607,5888,Walt Disney
9607,12288,Nintendo
17585,12,New Line Cinema
9057,915,Hollywood Pictures
9057,1382,PolyGram Filmed Entertainment
9057,10201,Interscope Communications
9057,12883,Nomura Babcock & Brown
20967,164,Rhombus Media
10635,559,TriStar Pictures
10635,11061,Motion Picture Corporation of America (MPCA)
9479,8601,Tim Burton Productions
9479,8835,Skellington Productions Inc.
9479,9195,Touchstone Pictures
10057,2,Walt Disney Pictures
10057,175,Caravan Pictures
11969,915,Hollywood Pictures
11969,1504,Cinergi Pictures Entertainment
41590,6194,Warner Bros.
41590,10210,Morgan Creek Productions
319,342,Davis-Films
319,3322,August Entertainment
319,6194,Warner Bros.
319,10210,Morgan Creek Productions
15139,306,Twentieth Century Fox Film Corporation
15139,6189,Turner Pictures (I)
161158,806,Téléfilm Canada
161158,1203,The Ontario Film Development Corporation
161158,2480,Alliance Communications Corporation
85247,10348,Republic Pictures (II)
85247,37572,Keystone Film Company (II)
51980,82,Renn Productions
51980,83,France 2 Cinéma
51980,1524,DD Productions
24405,6194,Warner Bros.
24405,10210,Morgan Creek Productions
11655,6566,CNCAIMC
11800,8,Fine Line Features
11800,2658,Some Film
8223,7832,CiBy 2000
8223,11736,El Deseo S.A.
14587,5778,Channel 4 Television
31504,5,Columbia Pictures
31504,97,Castle Rock Entertainment
41653,157,SVT Drama
41653,235,Nordisk Film
41653,6181,Svensk Filmindustri (SF)
41653,7446,Svenska Filminstitutet (SFI)
17600,8,Fine Line Features
17600,55150,Swelter Films
17600,55151,Buckeye Films
10897,33,Universal Pictures
10897,56,Amblin Entertainment
10897,23506,King World Entertainment
21352,4,Paramount Pictures
37345,559,TriStar Pictures
32562,58,Sony Pictures Classics
32562,181,Channel Four Films
32562,201,Arte
32562,1606,Brillstein-Grey Entertainment
32562,3268,Home Box Office (HBO)
32562,3614,Columbia Pictures Television
32562,4606,Zweites Deutsches Fernsehen (ZDF)
32562,58855,Telling Pictures
25403,9364,Sacher Film
25403,16366,La Sept Cinéma
25403,20769,Banfilm
124304,37352,Oscar Kramer S.A.
124304,37353,Aura Film
124304,37354,Mojame S.A.
9066,4,Paramount Pictures
771,306,Twentieth Century Fox Film Corporation
771,477,Hughes Entertainment
251,4,Paramount Pictures
812,2,Walt Disney Pictures
280,574,Lightstorm Entertainment
280,1280,Pacific Western
280,5358,Canal+
280,14723,Carolco Pictures
280,61409,T2 Productions
581,335,Tig Productions
581,2630,Majestic Films International
80350,16636,Shapiro-Glickenhaus Entertainment
268,1382,PolyGram Filmed Entertainment
268,4357,The Guber-Peters Company
268,6194,Warner Bros.
274,41,Orion Pictures
274,55072,Strong Heart/Demme Production
408,3166,Walt Disney Productions
10020,2,Walt Disney Pictures
10020,6125,Walt Disney Animation Studios
10020,10282,Silver Screen Partners IV
10895,6,RKO Radio Pictures
10895,3166,Walt Disney Productions
114,9195,Touchstone Pictures
114,10282,Silver Screen Partners IV
41043,7399,Sodaperaga Productions
41043,23647,La Sept Cinéma
41043,38963,Fontaine Sarl
576,4051,Warner Brothers/Seven Arts
15477,4063,Trimark Pictures
59146,5551,Long Shong Pictures
30528,306,Twentieth Century Fox Film Corporation
30528,46108,Ubu Productions
7300,306,Twentieth Century Fox Film Corporation
7300,711,Fox 2000 Pictures
7300,10103,Via Rosa Productions
7300,81131,Rosa Productions
10824,278,Propaganda Films
10824,1382,PolyGram Filmed Entertainment
261246,5996,BBC
275,1382,PolyGram Filmed Entertainment
275,10163,Working Title Films
25059,2,Walt Disney Pictures
11827,4952,Canadian Film Development Corporation (CFDC)
8766,14,Miramax Films
8766,7405,Dimension Films
8766,15343,Trans Atlantic Entertainment
23570,14,Miramax Films
23570,65446,The Chess Club
47333,14,Miramax Films
10112,3166,Walt Disney Productions
4307,49,El Deseo
4307,105,Ciby 2000
46029,1382,PolyGram Filmed Entertainment
46029,6861,Lolafilms
46029,9195,Touchstone Pictures
46029,10201,Interscope Communications
46029,20295,Sociedad General de Televisión (Sogetel)
46029,21108,Fernando Trueba Producciones Cinematográficas
32308,33,Universal Pictures
52873,356,TF1 Films Productions
52873,635,Les Films Alain Sarde
44281,71842,Cinétéléfilms
44281,75423,France Média
44281,75424,Les Films du Scarabée
28121,12,New Line Cinema
28121,11308,Savoy Pictures
12520,441,Columbia Pictures Corporation
12520,6032,The Vault
12520,38091,WF/X
1592,4,Paramount Pictures
19042,8411,Metro-Goldwyn-Mayer (MGM)
38884,45,Road Movies Filmproduktion GmbH
38884,225,BIM Distribuzione
38884,315,Filmstiftung Nordrhein-Westfalen
38884,744,Diaphana Films
38884,850,Eurimages
38884,982,Road Movies Dritte Produktionen
38884,983,Parallax Pictures
38884,986,Degeto Film
38884,3324,British Broadcasting Corporation (BBC)
38884,6639,Televisión Española (TVE)
38884,9335,Canal+ España
38884,10163,Working Title Films
38884,12745,British Screen Productions
38884,14245,Messidor Films
38884,30226,European Co-production Fund
47449,1302,Davis Entertainment
47449,38179,Skyline Entertainment Partners
47449,38180,Dark Matter Productions
36259,12,New Line Cinema
41852,60,United Artists
9099,23,Imagine Entertainment
9099,33,Universal Pictures
2021,247,Granada Film Productions
2021,271,Mainstream S.A.
2021,5358,Canal+
2021,20777,British Screen Productions
2021,31080,Polygram Filmed Entertainment
61752,43,Fox Searchlight Pictures
61752,4319,40 Acres & A Mule Filmworks
10988,976,Marvin Worth Productions
10988,3668,ABC Productions
10988,6194,Warner Bros.
10988,10210,Morgan Creek Productions
11479,311,Procirep
11479,3823,TF1 Films Production
11479,5358,Canal+
11479,9195,Touchstone Pictures
11479,14191,Ice Films
398959,101,Roxy Film
398959,80481,Made in Munich Filmproduktion
287305,7025,Westdeutscher Rundfunk (WDR)
339428,191,Senator Film Produktion
10684,306,Twentieth Century Fox Film Corporation
10684,1302,Davis Entertainment
954,4,Paramount Pictures
954,44,Cruise/Wagner Productions
68445,7325,Icicle
68445,7326,Film Fonds
68445,7327,Pandora Filmproduktion (
18989,2231,Trilogy Entertainment Group
18989,8411,Metro-Goldwyn-Mayer (MGM)
18989,10355,Spelling Films
10801,47,Constantin Film
54285,6636,Park Chul-Soo Films Ltd.
8840,33,Universal Pictures
11107,915,Hollywood Pictures
11107,1382,PolyGram Filmed Entertainment
11107,3492,Island Pictures
16417,1066,Distant Horizons
16417,38208,Koukus Troika
16417,38209,Toron Screen Corporation
10363,641,Titanus
10363,7046,Paris Film
10363,11290,Robert et Raymond Hakim
161070,247,Granada Film Productions
161070,20928,Majestic Films International
161070,38178,Newcomm
10539,2,Walt Disney Pictures
10539,1755,Allied Filmmakers
10543,23,Imagine Entertainment
10543,33,Universal Pictures
18414,4,Paramount Pictures
18414,126,Lakeshore Entertainment
47502,12,New Line Cinema
47502,14,Miramax Films
11902,653,Komuna
11902,6242,Barrandov Studios
27098,17666,Per Holst Filmproduktion
25087,10354,FM Entertainment International N.V.
5801,1984,Government of West Bengal
896,26424,Satyajit Ray Productions
3065,33,Universal Pictures
3065,37,Gramercy Pictures
3065,1310,Best Brains
2300,3592,Warner Bros. Family Entertainment
2300,8816,Northern Lights Entertainment
2300,55527,Courtside Seats Productions
8069,4,Paramount Pictures
8069,1216,Dino de Laurentiis Cinematografica
8069,1497,Marianne Productions
288173,4106,Libra Pictures
221917,97,Castle Rock Entertainment
221917,441,Columbia Pictures Corporation
221917,16832,129 Productions
8072,46654,Filmstudio
8072,54659,Athos Films
8072,63558,Chaumiane
35797,875,Films A2
35797,900,Les Films de la Tour
35797,16772,Little Bear
83857,52599,Mike Lobell Productions
33245,5270,Opala Productions
27281,2,Walt Disney Pictures
27281,10201,Interscope Communications
105045,264,Studio Babelsberg
105045,310,Centre National de la Cinématographie
105045,1712,Odessa Films
105045,5358,Canal+
105045,5982,Bioskop Film
105045,7025,Westdeutscher Rundfunk (WDR)
40001,559,TriStar Pictures
29621,8331,Van Peebles Films
29621,23098,Triumph Films
29621,38955,Orpheus Films
20762,285,Live Entertainment
48260,1854,Dan Films
48260,8095,Merseyside Film Production Fund
48260,12745,British Screen Productions
12656,8,Fine Line Features
12656,216,Jersey Films
38867,12,New Line Cinema
38867,2480,Alliance Communications Corporation
38867,26109,Evzen Kolar Productions
25969,12,New Line Cinema
44103,4655,Favorite Films
753,452,Maurice McEndree Productions
753,453,Walter Reade Organization Inc.
753,454,Faces International Films
43634,1382,PolyGram Filmed Entertainment
43634,9195,Touchstone Pictures
43634,10201,Interscope Communications
9103,33,Universal Pictures
9103,2982,Signature Pictures
9103,10828,MDP Worldwide
9103,38114,Selima Films AVV
29649,216,Jersey Films
29649,559,TriStar Pictures
10990,8411,Metro-Goldwyn-Mayer (MGM)
8866,306,Twentieth Century Fox Film Corporation
8866,55140,Noon Attack Pictures
12233,2,Walt Disney Pictures
12233,554,Silver Screen Partners III
23449,175,Caravan Pictures
23449,915,Hollywood Pictures
36355,33,Universal Pictures
36355,27128,The Bubble Factory
36355,38181,American Films
37667,1066,Distant Horizons
37667,3324,British Broadcasting Corporation (BBC)
37667,53009,Miramax
90148,14,Miramax Films
922,182,JVC Entertainment
922,254,Pandora Filmproduktion
922,506,Newmarket Capital Group
922,663,12 Gauge Productions
11876,83,France 2 Cinéma
11876,582,Hachette Première
11876,5358,Canal+
52633,17777,Centaur Pictures Inc.
11687,104,Canal Plus
11687,7961,Gaumont International
11687,16804,France 3 Cinema
9304,441,Columbia Pictures Corporation
73183,33624,Wood-Thomas Pictures
9100,5,Columbia Pictures
20759,306,Twentieth Century Fox Film Corporation
20759,54051,Atman Entertainment
20759,89312,Fred Berner Films
46063,9195,Touchstone Pictures
40651,254,Pandora Filmproduktion
40651,3541,Koninck Studios
40651,64448,Image Forum
36915,12,New Line Cinema
36915,364,The Rank Organisation
36915,6137,Ruddy Morgan Productions
36915,10171,PVM Entertainment
36915,11308,Savoy Pictures
